34.0554815,-117.8254164
34.0554767,-117.8254139
34.055478,-117.8254146
34.0554792,-117.8254131
34.0554786,-117.825409
34.0554743,-117.8254024
34.0554644,-117.8253914
34.0554164,-117.8253452
34.0553815,-117.8253146
34.0553329,-117.8252778
34.0552873,-117.8252517
34.0552392,-117.8252299
34.0551944,-117.8252231
34.0551494,-117.8252167
34.0551147,-117.8252236
34.0551018,-117.8252499
34.0550806,-117.8252735
34.0550584,-117.8252964
34.0550435,-117.8253147
34.0550337,-117.8253302
34.055035,-117.8253441
34.0550364,-117.8253573
34.0550457,-117.8253681
34.0550572,-117.8253848
34.055081,-117.8253929
34.0551609,-117.8254136
34.0552037,-117.825427
34.0552675,-117.825454
34.0553203,-117.8254839
34.05537,-117.8255173
34.055434,-117.8255509
34.0554689,-117.8255951
34.055508,-117.8256409
34.0555376,-117.8257001
34.055567,-117.8257551
34.0555944,-117.8257987
34.0556102,-117.8258147
34.055627,-117.8258269
34.0556475,-117.8258379
34.0556724,-117.825834
34.0556912,-117.8258326
34.0557191,-117.8258296
34.0557337,-117.825827
34.055814,-117.8258492
34.0558451,-117.8258831
34.0558669,-117.8259197
34.0558962,-117.8259606
34.0559279,-117.8260066
34.0559542,-117.8260604
34.0559846,-117.8261212
34.0560064,-117.8261782
34.0560192,-117.826226
34.0560295,-117.8262699
34.0560356,-117.8263238
34.0560445,-117.8263898
34.056045,-117.8264535
34.0560418,-117.8265049
34.0560401,-117.8265548
34.0560337,-117.8265744
34.056007,-117.8266214
34.0559902,-117.8266468
34.0559397,-117.8267017
34.0559266,-117.8267171
34.0558756,-117.8267558
34.0557995,-117.8267754
34.0557289,-117.8267971
34.0556371,-117.8268028
34.0555683,-117.826813
34.055483,-117.8268042
34.0554057,-117.8267793
34.0553442,-117.8267509
34.0552925,-117.8266996
34.0552385,-117.8266479
34.0551741,-117.8265973
34.0551125,-117.8265618
34.0550564,-117.826538
34.0549741,-117.8265759
34.0549171,-117.8266012
34.0548739,-117.8266259
34.0548761,-117.8266365
34.054872,-117.8266612
34.0548734,-117.8266828
34.0548752,-117.8266969
34.0548765,-117.8267102
34.0548823,-117.8267194
34.0548847,-117.8267295
34.0548897,-117.826744
34.0548987,-117.8267635
34.0549426,-117.8268392
34.0549796,-117.8268728
34.0550202,-117.8268959
34.055086,-117.8269378
34.0551457,-117.8269825
34.0552077,-117.8270124
34.0553133,-117.8270633
34.05541,-117.8271016
34.0554913,-117.8271378
34.0555839,-117.8271636
34.0556622,-117.8271977
34.0557197,-117.8272253
34.0557996,-117.8272516
34.0558606,-117.8272724
34.0559162,-117.8272957
34.0559657,-117.827315
34.0559787,-117.8273157
34.0559981,-117.8273194
34.0560083,-117.8273193
34.0560233,-117.8273256
34.0560463,-117.8273356
34.056089,-117.827384
34.0561238,-117.8274002
34.0561925,-117.8274325
34.0562484,-117.8274368
34.0562885,-117.8274605
34.0563354,-117.827479
34.0563968,-117.8275338
34.0564412,-117.8275544
34.0564961,-117.8275735
34.0565568,-117.8275974
34.0566267,-117.8276276
34.0566981,-117.8276556
34.0567452,-117.8276813
34.0568233,-117.8277006
34.056887,-117.8277312
34.0569481,-117.8277542
34.0569669,-117.8277665
34.0570041,-117.8277818
34.0570489,-117.8277776
34.0570866,-117.8277906
34.0570652,-117.8277923
34.0570556,-117.8277862
34.0570574,-117.8277847
34.0570547,-117.8277809
34.0570557,-117.8277774
34.0570635,-117.827776
34.0570763,-117.8277856
34.0570993,-117.827798
34.0571751,-117.827831
34.0572219,-117.8278438
34.0572676,-117.8278557
34.0573126,-117.8278655
34.0573584,-117.8278697
34.0574058,-117.827865
34.0574805,-117.8278539
34.0575151,-117.8278458
34.0575578,-117.8278186
34.0575895,-117.8278003
34.0576241,-117.8277628
34.0576674,-117.8277156
34.0577101,-117.827661
34.0577448,-117.8276021
34.0578049,-117.8275294
34.0578417,-117.8274634
34.0578714,-117.8273894
34.0579027,-117.8273163
34.0579335,-117.8272522
34.0579698,-117.8271871
34.0580018,-117.8270929
34.058029,-117.8270005
34.0580637,-117.8269176
34.0581019,-117.8268402
34.0581461,-117.82675
34.058181,-117.8266653
34.0582237,-117.8265562
34.0582591,-117.8264587
34.058294,-117.8263409
34.0583206,-117.8262422
34.0583547,-117.8261489
34.0583903,-117.8260897
34.0584332,-117.8260121
34.0584749,-117.825931
34.0585101,-117.8258488
34.0585413,-117.825767
34.0585744,-117.8256721
34.0586091,-117.8255913
34.0586279,-117.8255431
34.0586533,-117.8254615
34.0586796,-117.8254033
34.0587068,-117.8253815
34.0587239,-117.8253168
34.0587536,-117.8252494
34.0587827,-117.8251914
34.0588081,-117.8251411
34.0588309,-117.8250985
34.058845,-117.8250527
34.0588673,-117.8250084
34.0588927,-117.8249803
34.0589172,-117.8249501
